18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,ΙΣΟΠΑΛΙΑ
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Average Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Υπολογιστής - Υπολογιστής,Average Player,Υπολογιστής 1 (X)
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
18/06/2022,Υπολογιστής - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Υπολογιστής (O)
18/06/2022,Άνθρωπος - Υπολογιστής,Average Player,Παίκτης 1 (X)
18/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
19/06/2022,Άνθρωπος - Υπολογιστής,Simple Player,Παίκτης 1 (X)
19/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
19/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
19/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
19/06/2022,Άνθρωπος - Άνθρωπος,,ΙΣΟΠΑΛΙΑ
19/06/2022,Άνθρωπος - Άνθρωπος,,ΙΣΟΠΑΛΙΑ
19/06/2022,Άνθρωπος - Άνθρωπος,,ΙΣΟΠΑΛΙΑ
19/06/2022,Άνθρωπος - Άνθρωπος,,ΙΣΟΠΑΛΙΑ
19/06/2022,Άνθρωπος - Άνθρωπος,,Συσκακης (X)
22/06/2022,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
25/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
25/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 2 (O)
25/06/2022,Άνθρωπος - Άνθρωπος,,Παίκτης 1 (X)
25/06/2022,Υπολογιστής - Υπολογιστής,Simple Player,Υπολογιστής 1 (X)
03/03/2024,Άνθρωπος - Υπολογιστής,Average Player,fr (X)
03/03/2024,Άνθρωπος - Υπολογιστής,Expert Player,Υπολογιστής (O)
03/03/2024,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
03/03/2024,Άνθρωπος - Υπολογιστής,Expert Player,ΙΣΟΠΑΛΙΑ
03/03/2024,Υπολογιστής - Υπολογιστής,Expert Player,Υπολογιστής 2 (O)
03/03/2024,Άνθρωπος - Υπολογιστής,Simple Player,demi (X)
